,year,gold_medal,silver_medal,bronze_medal,total_medal
3063,2004,1,0,0,1
3064,2004,0,1,0,1
3065,2004,1,0,0,1
3066,2004,0,1,0,1
3067,2004,0,0,1,1
3068,2004,0,0,1,1
3069,2004,1,0,0,1
3070,2004,0,1,0,1
3071,2004,0,0,1,1
3072,2004,1,0,0,1
3073,2004,0,0,1,1
3074,2004,0,0,1,1
3075,2004,0,1,0,1
3076,2004,1,0,0,1
3077,2004,1,0,0,1
3078,2004,0,1,0,1
3079,2004,0,0,1,1
3080,2004,0,0,1,1
3081,2004,0,1,0,1
3082,2004,1,0,0,1
3083,2004,0,1,0,1
3084,2004,1,0,0,1
3085,2004,0,1,0,1
3086,2004,0,1,0,1
3087,2004,0,0,1,1
3088,2004,0,0,1,1
3089,2000,1,0,0,1
3090,2000,0,0,1,1
3091,2000,1,0,0,1
3092,2000,0,1,0,1
3093,2000,1,0,0,1
3094,2000,0,1,0,1
3095,2000,0,0,1,1
3096,2000,1,0,0,1
3097,2000,0,1,0,1
3098,2000,0,1,0,1
3099,2000,0,0,1,1
3100,2000,0,1,0,1
3101,2000,0,0,1,1
3102,2000,0,0,1,1
3103,2000,0,1,0,1
3104,2000,0,1,0,1
3105,2000,0,0,1,1
3106,2000,0,1,0,1
3107,2000,0,1,0,1
3108,2000,0,0,1,1
3109,2000,0,1,0,1
3110,2000,0,0,1,1
3111,2000,1,0,0,1
3112,2000,0,1,0,1
3113,2000,0,1,0,1
3114,2000,1,0,0,1
3115,2000,1,0,0,1
3116,2000,0,0,1,1
3117,2000,1,0,0,1
3118,2000,0,0,1,1
3119,2000,1,0,0,1
3120,2000,1,0,0,1
3121,2000,0,0,1,1
3122,2000,0,1,0,1
3123,2000,0,1,0,1
3124,2000,0,0,1,1
3125,2000,0,0,1,1
3126,2000,0,0,1,1
3127,2000,0,1,0,1
3128,2000,0,0,1,1
3129,2000,1,0,0,1
3130,2000,1,0,0,1
3131,2000,1,0,0,1
3132,2000,0,1,0,1
3133,2000,0,1,0,1
3134,2000,0,0,1,1
3135,2000,1,0,0,1
3136,2000,1,0,0,1
3137,2000,1,0,0,1
3138,2000,0,0,1,1
3139,2000,1,0,0,1
3140,2000,0,0,1,1
3141,2000,1,0,0,1
3142,2000,0,1,0,1
3143,2012,0,0,1,1
3144,2012,1,0,0,1
3145,2012,0,1,0,1
3146,2012,0,0,1,1
3147,2012,0,1,0,1
3148,2012,0,1,0,1
3149,2012,1,0,0,1
3150,2012,0,0,1,1
3151,2012,0,1,0,1
3152,2012,1,0,0,1
3153,2012,0,0,1,1
3154,2012,1,0,0,1
3155,2012,0,1,0,1
3156,2012,0,1,0,1
3157,2012,0,1,0,1
3158,2012,1,0,0,1
3159,2012,0,0,1,1
3160,2012,0,1,0,1
3161,2012,0,1,0,1
3162,2012,0,1,0,1
3163,2012,0,1,0,1
3164,2012,1,0,0,1
3165,2012,0,0,1,1
3166,2012,0,0,1,1
3167,2012,1,0,0,1
3168,2012,0,1,0,1
3169,2012,0,1,0,1
3170,2012,1,0,0,1
3171,2012,0,0,1,1
3172,2012,0,0,1,1
3173,2012,0,1,0,1
3174,2012,0,0,1,1
3175,2012,1,0,0,1
3176,2012,1,0,0,1
3177,2012,1,0,0,1
3178,2012,0,1,0,1
3179,2012,0,0,1,1
3180,2012,0,0,1,1
3181,2012,0,1,0,1
3182,2012,0,0,1,1
3183,2012,0,0,1,1
3184,2012,1,0,0,1
3185,2012,0,0,1,1
3186,2012,0,0,1,1
3187,2012,0,0,1,1
3188,2012,0,1,0,1
3189,2012,0,1,0,1
3190,2012,1,0,0,1
3191,2012,1,0,0,1
3192,2012,1,0,0,1
3193,2012,1,0,0,1
3194,2012,0,1,0,1
3195,2012,0,0,1,1
3196,2012,0,1,0,1
3197,2012,0,0,1,1
3198,2012,0,1,0,1
3199,2012,1,0,0,1
3200,2012,0,1,0,1
3201,2012,0,1,0,1
3202,2012,0,1,0,1
3203,2012,1,0,0,1
3204,2012,1,0,0,1
3205,2012,0,0,1,1
3206,2012,0,0,1,1
3207,2012,0,0,1,1
3208,2012,1,0,0,1
3209,2012,0,0,1,1
3210,2012,1,0,0,1
3211,2012,1,0,0,1
3212,2012,0,0,1,1
3213,2012,1,0,0,1
3214,2012,0,1,0,1
3215,2012,1,0,0,1
3216,2012,1,0,0,1
3217,2012,0,0,1,1
3218,2012,0,1,0,1
3219,2012,0,0,1,1
3220,2012,0,1,0,1
3221,2012,0,1,0,1
3222,2012,0,1,0,1
3223,2012,0,0,1,1
3224,2012,1,0,0,1
3225,2012,0,0,1,1
3226,2012,0,0,1,1
3227,2012,0,1,0,1
3228,2012,0,1,0,1
3229,2012,1,0,0,1
3230,2012,1,0,0,1
3231,2012,1,0,0,1
3232,2012,0,0,1,1
3233,2012,1,0,0,1
3234,2012,0,0,1,1
3235,2012,0,0,1,1
3236,2012,0,1,0,1
3237,2012,0,1,0,1
3238,2012,0,0,1,1
3239,2012,0,1,0,1
3240,2012,0,1,0,1
3241,2012,0,1,0,1
3242,2012,1,0,0,1
3243,2012,0,0,1,1
3244,2012,1,0,0,1
3245,2012,1,0,0,1
3246,2012,1,0,0,1
3247,2012,0,0,1,1
3248,2012,0,1,0,1
3249,2012,1,0,0,1
3250,2012,0,0,1,1
3251,2012,0,1,0,1
3252,2012,0,1,0,1
3253,2012,0,0,1,1
3254,2012,1,0,0,1
3255,2012,0,0,1,1
3256,2012,0,0,1,1
3257,2012,1,0,0,1
3258,2012,1,0,0,1
3259,2012,1,0,0,1
3260,2012,0,0,1,1
3261,2012,0,0,1,1
3262,2012,0,1,0,1
3263,2012,0,1,0,1
3264,2012,1,0,0,1
3265,2012,0,0,1,1
3266,2012,1,0,0,1
3267,2012,1,0,0,1
3268,2012,0,1,0,1
3269,2012,1,0,0,1
3270,2012,0,0,1,1
3271,2012,0,1,0,1
3272,2012,1,0,0,1
3273,2012,0,1,0,1
3274,2012,1,0,0,1
3275,2012,0,0,1,1
3276,2012,0,0,1,1
3277,2012,0,0,1,1
3278,2012,1,0,0,1
3279,2012,1,0,0,1
3280,2012,1,0,0,1
3281,2012,0,1,0,1
3282,2012,0,1,0,1
3283,2012,0,0,1,1
3284,2012,0,1,0,1
3285,2008,0,1,0,1
3286,2008,0,0,1,1
3287,2008,1,0,0,1
3288,2008,0,0,1,1
3289,2008,0,0,1,1
3290,2008,0,0,1,1
3291,2008,0,0,1,1
3292,2008,0,1,0,1
3293,2008,0,0,1,1
3294,2008,0,0,1,1
3295,2008,0,0,1,1
3296,2008,0,0,1,1
3297,2008,0,0,1,1
3298,2008,1,0,0,1
3299,2008,0,0,1,1
3300,2008,1,0,0,1
3301,2008,1,0,0,1
3302,2008,0,1,0,1
3303,2008,0,0,1,1
3304,2008,0,0,1,1
3305,2008,0,0,1,1
3306,2008,0,0,1,1
3307,2008,1,0,0,1
3308,2008,1,0,0,1
3309,2008,0,1,0,1
3310,2008,0,1,0,1
3311,2008,0,0,1,1
3312,2008,0,0,1,1
3313,2008,1,0,0,1
3314,2008,1,0,0,1
3315,2008,1,0,0,1
3316,2008,0,1,0,1
3317,2008,0,1,0,1
3318,2008,1,0,0,1
3319,2008,1,0,0,1
3320,2008,0,1,0,1
3321,2008,0,0,1,1
3322,2008,1,0,0,1
3323,2008,0,1,0,1
3324,2008,1,0,0,1
3325,2008,0,1,0,1
3326,2008,0,1,0,1
3327,2008,0,0,1,1
3328,2008,0,0,1,1
3329,2008,1,0,0,1
3330,2008,1,0,0,1
3331,2008,0,1,0,1
3332,2008,0,1,0,1
3333,2008,1,0,0,1
3334,2008,0,1,0,1
3335,2008,0,1,0,1
3336,2008,0,0,1,1
3337,2008,0,1,0,1
3338,2008,1,0,0,1
3339,2008,1,0,0,1
3340,2008,0,1,0,1
3341,2008,0,0,1,1
3342,2008,0,0,1,1
3343,2008,0,1,0,1
3344,2008,1,0,0,1
3345,2008,1,0,0,1
3346,2008,1,0,0,1
3347,2008,1,0,0,1
3348,2008,0,0,1,1
3349,2008,0,1,0,1
3350,2008,0,0,1,1
3351,2008,1,0,0,1
3352,2008,1,0,0,1
3353,2008,1,0,0,1
3354,2008,0,1,0,1
3355,2008,0,0,1,1
3356,2008,0,0,1,1
3357,2008,1,0,0,1
3358,2008,1,0,0,1
3359,2008,1,0,0,1
3360,2008,0,1,0,1
3361,2008,0,0,1,1
3362,2008,0,1,0,1
3363,2008,0,0,1,1
3364,2008,0,1,0,1
3365,2008,1,0,0,1
3366,2008,0,0,1,1
3367,2008,0,1,0,1
3368,2008,0,1,0,1
3369,2008,0,1,0,1
3370,2008,0,0,1,1
3371,2008,0,0,1,1
3372,2008,0,0,1,1
3373,2008,0,1,0,1
3374,2008,0,1,0,1
3375,2008,0,1,0,1
3376,2008,0,0,1,1
3377,2008,0,0,1,1
3378,2008,0,1,0,1
3379,2008,1,0,0,1
3380,2008,1,0,0,1
3381,2008,0,0,1,1
3382,2008,0,1,0,1
3383,2008,0,1,0,1
3384,2008,0,0,1,1
3385,2008,1,0,0,1
3386,2008,0,1,0,1
3387,2008,0,0,1,1
3388,2008,0,0,1,1
3389,2008,1,0,0,1
3390,2008,0,1,0,1
3391,2008,0,0,1,1
3392,2008,0,0,1,1
3393,2008,1,0,0,1
3394,2008,1,0,0,1
3395,2008,0,1,0,1
3396,2008,0,1,0,1
3397,2008,0,1,0,1
3398,2008,0,1,0,1
3399,2008,0,1,0,1
3400,2008,0,0,1,1
3401,2008,0,1,0,1
3402,2008,1,0,0,1
3403,2008,0,1,0,1
3404,2008,0,1,0,1
3405,2008,1,0,0,1
3406,2008,1,0,0,1
3407,2008,0,0,1,1
3408,2008,1,0,0,1
3409,2008,1,0,0,1
3410,2008,0,1,0,1
3411,2008,0,1,0,1
3412,2008,0,1,0,1
3413,2008,0,0,1,1
3414,2008,0,0,1,1
3415,2008,1,0,0,1
3416,2008,0,0,1,1
3417,2008,0,1,0,1
3418,2008,1,0,0,1
3419,2008,1,0,0,1
3420,2008,1,0,0,1
3421,2008,0,1,0,1
3422,2008,0,1,0,1
3423,2008,1,0,0,1
3424,2008,1,0,0,1
3425,2004,0,0,1,1
3426,2004,1,0,0,1
3427,2004,1,0,0,1
3428,2004,0,0,1,1
3429,2004,0,0,1,1
3430,2004,0,1,0,1
3431,2004,0,1,0,1
3432,2004,1,0,0,1
3433,2004,0,0,1,1
3434,2004,0,0,1,1
3435,2004,0,0,1,1
3436,2004,0,1,0,1
3437,2004,0,1,0,1
3438,2004,1,0,0,1
3439,2004,0,0,1,1
3440,2004,0,1,0,1
3441,2004,0,0,1,1
3442,2004,0,1,0,1
3443,2004,1,0,0,1
3444,2004,1,0,0,1
3445,2004,1,0,0,1
3446,2004,0,1,0,1
3447,2004,0,1,0,1
3448,2004,1,0,0,1
3449,2004,0,1,0,1
3450,2004,0,1,0,1
3451,2004,0,0,1,1
3452,2004,1,0,0,1
3453,2004,0,0,1,1
3454,2004,0,0,1,1
3455,2004,0,1,0,1
3456,2004,0,0,1,1
3457,2004,0,1,0,1
3458,2004,0,1,0,1
3459,2004,0,0,1,1
3460,2004,1,0,0,1
3461,2004,1,0,0,1
3462,2004,0,1,0,1
3463,2004,0,1,0,1
3464,2004,1,0,0,1
3465,2004,1,0,0,1
3466,2004,1,0,0,1
3467,2004,0,0,1,1
3468,2004,1,0,0,1
3469,2004,0,1,0,1
3470,2004,1,0,0,1
3471,2004,0,1,0,1
3472,2004,1,0,0,1
3473,2004,0,0,1,1
3474,2004,0,0,1,1
3475,2004,1,0,0,1
3476,2004,1,0,0,1
3477,2004,0,1,0,1
3478,2004,0,1,0,1
3479,2004,1,0,0,1
3480,2004,0,0,1,1
3481,2004,1,0,0,1
3482,2004,0,1,0,1
3483,2004,0,0,1,1
3484,2004,1,0,0,1
3485,2004,0,0,1,1
3486,2004,0,1,0,1
3487,2004,0,0,1,1
3488,2004,1,0,0,1
3489,2004,0,1,0,1
3490,2004,0,1,0,1
3491,2004,0,1,0,1
3492,2004,0,1,0,1
3493,2004,0,1,0,1
3494,2004,0,1,0,1
3495,2004,0,1,0,1
3496,2004,1,0,0,1
3497,2004,1,0,0,1
3498,2004,1,0,0,1
3499,2004,1,0,0,1
3500,2004,0,0,1,1
3501,2004,0,0,1,1
3502,2004,0,1,0,1
3503,2004,1,0,0,1
3504,2004,0,0,1,1
3505,2004,0,1,0,1
3506,2004,0,0,1,1
3507,2004,0,0,1,1
3508,2004,0,1,0,1
3509,2004,0,1,0,1
3510,2004,0,1,0,1
3511,2004,1,0,0,1
3512,2004,0,1,0,1
3513,2004,1,0,0,1
3514,2004,0,1,0,1
3515,2004,1,0,0,1
3516,2004,1,0,0,1
3517,2004,1,0,0,1
3518,2004,0,0,1,1
3519,2004,0,0,1,1
3520,2004,1,0,0,1
3521,2004,0,1,0,1
3522,2004,0,0,1,1
3523,2004,0,1,0,1
3524,2004,1,0,0,1
3525,2004,0,0,1,1
3526,2004,0,0,1,1
3527,2004,0,0,1,1
3528,2004,0,0,1,1
3529,2004,0,1,0,1
3530,2004,0,1,0,1
3531,2004,0,1,0,1
3532,2004,0,0,1,1
3533,2004,0,0,1,1
3534,2004,0,1,0,1
3535,2004,1,0,0,1
3536,2004,0,0,1,1
3537,2004,0,0,1,1
3538,2004,0,0,1,1
3539,2004,1,0,0,1
3540,2004,1,0,0,1
3541,2004,0,0,1,1
3542,2004,1,0,0,1
3543,2004,0,0,1,1
3544,2004,1,0,0,1
3545,2004,0,0,1,1
3546,2004,0,1,0,1
3547,2004,1,0,0,1
3548,2004,0,0,1,1
3549,2004,0,0,1,1
3550,2004,0,0,1,1
3551,2004,0,1,0,1
3552,2004,0,1,0,1
3553,2004,1,0,0,1
3554,2004,1,0,0,1
3555,2004,0,1,0,1
3556,2004,0,0,1,1
3557,2004,0,0,1,1
3558,2004,0,1,0,1
3559,2004,0,1,0,1
3560,2004,0,1,0,1
3561,2004,1,0,0,1
3562,2004,0,0,1,1
3563,2004,0,0,1,1
3564,2004,0,0,1,1
3565,2000,1,0,0,1
3566,2000,0,0,1,1
3567,2000,1,0,0,1
3568,2000,0,1,0,1
3569,2000,1,0,0,1
3570,2000,0,1,0,1
3571,2000,0,1,0,1
3572,2000,0,1,0,1
3573,2000,0,1,0,1
3574,2000,0,1,0,1
3575,2000,0,1,0,1
3576,2000,1,0,0,1
3577,2000,0,0,1,1
3578,2000,0,1,0,1
3579,2000,0,0,1,1
3580,2000,1,0,0,1
3581,2000,0,1,0,1
3582,2000,0,1,0,1
3583,2000,0,0,1,1
3584,2000,0,1,0,1
3585,2000,0,0,1,1
3586,2000,1,0,0,1
3587,2000,0,0,1,1
3588,2000,1,0,0,1
3589,2000,1,0,0,1
3590,2000,0,0,1,1
3591,2000,0,0,1,1
3592,2000,0,1,0,1
3593,2000,1,0,0,1
3594,2000,0,0,1,1
3595,2000,1,0,0,1
3596,2000,0,0,1,1
3597,2000,1,0,0,1
3598,2000,1,0,0,1
3599,2000,0,1,0,1
3600,2000,0,0,1,1
3601,2000,0,0,1,1
3602,2000,0,1,0,1
3603,2000,1,0,0,1
3604,2000,0,0,1,1
3605,2000,0,0,1,1
3606,2000,0,1,0,1
3607,2000,1,0,0,1
3608,2000,0,0,1,1
3609,2000,0,0,1,1
3610,2000,1,0,0,1
3611,2000,1,0,0,1
3612,2000,0,0,1,1
3613,2000,0,0,1,1
3614,2000,1,0,0,1
3615,2000,0,1,0,1
3616,2000,0,1,0,1
3617,2000,1,0,0,1
3618,2000,0,0,1,1
3619,2000,0,0,1,1
3620,2000,0,0,1,1
3621,2000,0,1,0,1
3622,2000,1,0,0,1
3623,2000,1,0,0,1
3624,2000,0,1,0,1
3625,2000,1,0,0,1
3626,2000,0,0,1,1
3627,2000,1,0,0,1
3628,2000,1,0,0,1
3629,2000,0,0,1,1
3630,2000,1,0,0,1
3631,2000,0,0,1,1
3632,2000,1,0,0,1
3633,2000,0,1,0,1
3634,2000,0,1,0,1
3635,2000,0,0,1,1
3636,2000,0,1,0,1
3637,2000,0,0,1,1
3638,2000,1,0,0,1
3639,2000,0,0,1,1
3640,2000,0,0,1,1
3641,2000,0,1,0,1
3642,2000,0,1,0,1
3643,2000,0,0,1,1
3644,2000,0,1,0,1
3645,2000,0,1,0,1
3646,2000,0,1,0,1
3647,2000,0,1,0,1
3648,2000,1,0,0,1
3649,2000,1,0,0,1
3650,2000,0,1,0,1
3651,2000,0,0,1,1
3652,2000,0,1,0,1
3653,2000,1,0,0,1
3654,2000,1,0,0,1
3655,2000,0,0,1,1
3656,2000,1,0,0,1
3657,2000,0,1,0,1
3658,2000,0,1,0,1
3659,2000,1,0,0,1
3660,2000,1,0,0,1
3661,2000,0,1,0,1
3662,2000,0,0,1,1
3663,2000,1,0,0,1
3664,2000,0,0,1,1
3665,2000,0,1,0,1
3666,2000,0,0,1,1
3667,2000,1,0,0,1
3668,2000,0,0,1,1
3669,2000,1,0,0,1
3670,2000,0,0,1,1
3671,2000,0,1,0,1
3672,2000,0,0,1,1
3673,2000,0,0,1,1
3674,2000,0,1,0,1
3675,2000,0,0,1,1
3676,2000,1,0,0,1
3677,2000,0,0,1,1
3678,2000,0,0,1,1
3679,2000,1,0,0,1
3680,2000,1,0,0,1
3681,2000,1,0,0,1
3682,2000,0,1,0,1
3683,2000,0,1,0,1
3684,2000,1,0,0,1
3685,2000,0,0,1,1
3686,2000,0,0,1,1
3687,2000,0,0,1,1
3688,2000,1,0,0,1
3689,2000,0,1,0,1
3690,2000,0,0,1,1
3691,2000,0,1,0,1
3692,2000,0,1,0,1
3693,2000,0,1,0,1
3694,2000,0,0,1,1
3695,2000,0,0,1,1
3696,2000,1,0,0,1
3697,2000,0,1,0,1
3698,2000,1,0,0,1
3699,2000,0,1,0,1
3700,2000,0,0,1,1
3701,2012,0,0,1,1
3702,2012,1,0,0,1
3703,2012,0,0,1,1
3704,2012,0,1,0,1
3705,2012,1,0,0,1
3706,2012,1,0,0,1
3707,2012,0,1,0,1
3708,2012,0,1,0,1
3709,2012,1,0,0,1
3710,2012,0,0,1,1
3711,2012,0,1,0,1
3712,2012,1,0,0,1
3713,2012,0,1,0,1
3714,2012,1,0,0,1
3715,2012,0,0,1,1
3716,2012,0,1,0,1
3717,2012,0,0,1,1
3718,2012,0,0,1,1
3719,2012,1,0,0,1
3720,2012,0,0,1,1
3721,2012,0,1,0,1
3722,2008,1,0,0,1
3723,2008,0,0,1,1
3724,2008,0,0,1,1
3725,2008,0,1,0,1
3726,2008,0,1,0,1
3727,2008,1,0,0,1
3728,2008,1,0,0,1
3729,2008,0,0,1,1
3730,2008,1,0,0,1
3731,2008,0,1,0,1
3732,2008,0,0,1,1
3733,2008,0,0,1,1
3734,2008,1,0,0,1
3735,2008,0,0,1,1
3736,2008,1,0,0,1
3737,2008,0,1,0,1
3738,2008,0,1,0,1
3739,2008,0,0,1,1
3740,2008,0,1,0,1
3741,2008,0,1,0,1
3742,2008,1,0,0,1
3743,2004,1,0,0,1
3744,2004,0,0,1,1
3745,2004,0,1,0,1
3746,2004,0,1,0,1
3747,2004,0,1,0,1
3748,2004,0,1,0,1
3749,2004,1,0,0,1
3750,2004,0,0,1,1
3751,2004,1,0,0,1
3752,2004,0,0,1,1
3753,2004,1,0,0,1
3754,2004,1,0,0,1
3755,2004,0,0,1,1
3756,2004,0,1,0,1
3757,2004,1,0,0,1
3758,2004,1,0,0,1
3759,2004,0,0,1,1
3760,2004,0,1,0,1
3761,2004,0,0,1,1
3762,2004,0,0,1,1
3763,2004,0,1,0,1
3764,2000,0,1,0,1
3765,2000,0,0,1,1
3766,2000,1,0,0,1
3767,2000,0,1,0,1
3768,2000,1,0,0,1
3769,2000,0,0,1,1
3770,2000,0,1,0,1
3771,2000,0,1,0,1
3772,2000,0,0,1,1
3773,2000,0,0,1,1
3774,2000,0,0,1,1
3775,2000,1,0,0,1
3776,2000,0,1,0,1
3777,2000,1,0,0,1
3778,2000,0,0,1,1
3779,2000,0,0,1,1
3780,2000,0,1,0,1
3781,2000,0,1,0,1
3782,2000,1,0,0,1
3783,2000,1,0,0,1
3784,2000,1,0,0,1
3785,2010,0,1,0,1
3786,2010,0,0,1,1
3787,2010,0,0,1,1
3788,2010,1,0,0,1
3789,2010,0,0,1,1
3790,2010,1,0,0,1
3791,2010,1,0,0,1
3792,2010,0,1,0,1
3793,2010,0,0,1,1
3794,2010,0,0,1,1
3795,2010,1,0,0,1
3796,2006,0,1,0,1
3797,2006,1,0,0,1
3798,2006,0,1,0,1
3799,2006,1,0,0,1
3800,2006,0,1,0,1
3801,2006,0,0,1,1
3802,2006,0,0,1,1
3803,2006,0,0,1,1
3804,2006,1,0,0,1
3805,2006,0,0,1,1
3806,2002,0,0,1,1
3807,2002,0,0,1,1
3808,2002,0,1,0,1
3809,2002,0,1,0,1
3810,2002,0,1,0,1
3811,2002,1,0,0,1
3812,2002,1,0,0,1
3813,2002,0,0,1,1
3814,2012,1,0,0,1
3815,2012,0,1,0,1
3816,2012,0,0,1,1
3817,2012,0,0,1,1
3818,2012,0,1,0,1
3819,2012,1,0,0,1
3820,2008,0,1,0,1
3821,2008,0,1,0,1
3822,2008,1,0,0,1
3823,2008,1,0,0,1
3824,2008,0,0,1,1
3825,2008,0,0,1,1
3826,2004,0,0,1,1
3827,2004,0,0,1,1
3828,2004,1,0,0,1
3829,2004,0,1,0,1
3830,2004,1,0,0,1
3831,2004,0,1,0,1
3832,2000,0,0,1,1
3833,2000,0,1,0,1
3834,2000,1,0,0,1
3835,2000,0,1,0,1
3836,2000,0,0,1,1
3837,2000,1,0,0,1
3838,2010,0,0,1,1
3839,2010,1,0,0,1
3840,2010,0,0,1,1
3841,2010,1,0,0,1
3842,2010,1,0,0,1
3843,2010,1,0,0,1
3844,2010,0,1,0,1
3845,2010,0,1,0,1
3846,2010,0,0,1,1
3847,2010,0,1,0,1
3848,2010,0,1,0,1
3849,2010,0,0,1,1
3850,2006,0,1,0,1
3851,2006,0,1,0,1
3852,2006,0,0,1,1
3853,2006,0,0,1,1
3854,2006,0,1,0,1
3855,2006,1,0,0,1
3856,2006,1,0,0,1
3857,2006,1,0,0,1
3858,2006,0,0,1,1
3859,2006,0,0,1,1
3860,2006,0,1,0,1
3861,2006,1,0,0,1
3862,2002,0,1,0,1
3863,2002,0,1,0,1
3864,2002,0,0,1,1
3865,2002,0,0,1,1
3866,2002,1,0,0,1
3867,2002,0,1,0,1
3868,2002,0,1,0,1
3869,2002,1,0,0,1
3870,2002,0,0,1,1
3871,2002,1,0,0,1
3872,2002,0,0,1,1
3873,2002,1,0,0,1
3874,2012,0,0,1,1
3875,2012,1,0,0,1
3876,2012,0,1,0,1
3877,2012,0,1,0,1
3878,2012,0,0,1,1
3879,2012,0,0,1,1
3880,2012,0,1,0,1
3881,2012,0,0,1,1
3882,2012,0,0,1,1
3883,2012,1,0,0,1
3884,2012,0,1,0,1
3885,2012,0,0,1,1
3886,2012,0,0,1,1
3887,2012,0,0,1,1
3888,2012,1,0,0,1
3889,2012,0,1,0,1
3890,2012,0,0,1,1
3891,2012,0,1,0,1
3892,2012,0,0,1,1
3893,2012,1,0,0,1
3894,2012,0,1,0,1
3895,2012,0,0,1,1
3896,2012,1,0,0,1
3897,2012,0,0,1,1
3898,2012,1,0,0,1
3899,2012,1,0,0,1
3900,2012,0,0,1,1
3901,2012,0,0,1,1
3902,2012,0,0,1,1
3903,2012,1,0,0,1
3904,2012,1,0,0,1
3905,2012,0,1,0,1
3906,2012,0,1,0,1
3907,2012,0,1,0,1
3908,2012,0,0,1,1
3909,2012,0,0,1,1
3910,2012,1,0,0,1
3911,2012,0,0,1,1
3912,2012,0,0,1,1
3913,2012,1,0,0,1
3914,2012,0,0,1,1
3915,2012,1,0,0,1
3916,2012,0,0,1,1
3917,2012,0,0,1,1
3918,2012,1,0,0,1
3919,2012,0,1,0,1
3920,2012,0,0,1,1
3921,2012,0,1,0,1
3922,2012,0,0,1,1
3923,2012,0,0,1,1
3924,2012,0,0,1,1
3925,2012,0,1,0,1
3926,2012,0,0,1,1
3927,2012,0,0,1,1
3928,2012,0,1,0,1
3929,2012,1,0,0,1
3930,2008,0,1,0,1
3931,2008,0,0,1,1
3932,2008,0,0,1,1
3933,2008,0,1,0,1
3934,2008,0,1,0,1
3935,2008,1,0,0,1
3936,2008,0,0,1,1
3937,2008,0,0,1,1
3938,2008,0,0,1,1
3939,2008,0,0,1,1
3940,2008,0,1,0,1
3941,2008,1,0,0,1
3942,2008,0,1,0,1
3943,2008,0,1,0,1
3944,2008,1,0,0,1
3945,2008,0,1,0,1
3946,2008,0,0,1,1
3947,2008,0,0,1,1
3948,2008,0,0,1,1
3949,2008,0,1,0,1
3950,2008,0,0,1,1
3951,2008,0,0,1,1
3952,2008,1,0,0,1
3953,2008,0,0,1,1
3954,2008,0,1,0,1
3955,2008,0,0,1,1
3956,2008,0,0,1,1
3957,2008,1,0,0,1
3958,2008,1,0,0,1
3959,2008,0,0,1,1
3960,2008,0,0,1,1
3961,2008,0,1,0,1
3962,2008,0,0,1,1
3963,2008,0,0,1,1
3964,2008,0,0,1,1
3965,2008,0,0,1,1
3966,2008,0,0,1,1
3967,2008,1,0,0,1
3968,2008,0,0,1,1
3969,2008,0,0,1,1
3970,2008,0,0,1,1
3971,2008,0,0,1,1
3972,2008,0,1,0,1
3973,2008,1,0,0,1
3974,2008,1,0,0,1
3975,2008,1,0,0,1
3976,2008,0,1,0,1
3977,2008,1,0,0,1
3978,2008,1,0,0,1
3979,2008,0,1,0,1
3980,2008,0,0,1,1
3981,2008,0,0,1,1
3982,2008,1,0,0,1
3983,2008,0,0,1,1
3984,2008,1,0,0,1
3985,2008,0,1,0,1
3986,2004,1,0,0,1
3987,2004,0,0,1,1
3988,2004,0,1,0,1
3989,2004,0,0,1,1
3990,2004,1,0,0,1
3991,2004,0,1,0,1
3992,2004,0,0,1,1
3993,2004,0,0,1,1
3994,2004,0,0,1,1
3995,2004,0,0,1,1
3996,2004,0,0,1,1
3997,2004,0,0,1,1
3998,2004,0,0,1,1
3999,2004,0,0,1,1
4000,2004,0,1,0,1
4001,2004,0,0,1,1
4002,2004,0,1,0,1
4003,2004,0,0,1,1
4004,2004,1,0,0,1
4005,2004,0,1,0,1
4006,2004,0,1,0,1
4007,2004,0,1,0,1
4008,2004,0,0,1,1
4009,2004,0,0,1,1
4010,2004,0,1,0,1
4011,2004,0,1,0,1
4012,2004,0,1,0,1
4013,2004,0,0,1,1
4014,2004,1,0,0,1
4015,2004,0,1,0,1
4016,2004,0,0,1,1
4017,2004,1,0,0,1
4018,2004,0,1,0,1
4019,2004,0,0,1,1
4020,2004,0,0,1,1
4021,2004,1,0,0,1
4022,2004,0,0,1,1
4023,2004,0,0,1,1
4024,2004,0,0,1,1
4025,2004,0,0,1,1
4026,2004,0,0,1,1
4027,2004,0,0,1,1
4028,2004,1,0,0,1
4029,2004,1,0,0,1
4030,2004,1,0,0,1
4031,2004,0,0,1,1
4032,2004,0,1,0,1
4033,2004,1,0,0,1
4034,2004,1,0,0,1
4035,2004,1,0,0,1
4036,2004,0,0,1,1
4037,2004,1,0,0,1
4038,2004,0,1,0,1
4039,2004,0,0,1,1
4040,2004,0,0,1,1
4041,2004,1,0,0,1
4042,2000,0,1,0,1
4043,2000,0,1,0,1
4044,2000,0,1,0,1
4045,2000,0,0,1,1
4046,2000,0,1,0,1
4047,2000,0,0,1,1
4048,2000,0,0,1,1
4049,2000,1,0,0,1
4050,2000,1,0,0,1
4051,2000,0,1,0,1
4052,2000,0,0,1,1
4053,2000,0,1,0,1
4054,2000,0,0,1,1
4055,2000,0,1,0,1
4056,2000,0,1,0,1
4057,2000,1,0,0,1
4058,2000,1,0,0,1
4059,2000,0,1,0,1
4060,2000,0,0,1,1
