,name,age,country
6369,Stefan Nimke,30.0,Germany
6370,Leire Olaberria,31.0,Spain
6371,Vicki Pendleton,27.0,Great Britain
6372,JeanChristophe Péraud,31.0,France
6373,Walter Pérez,35.0,Argentina
6374,Emma Pooley,25.0,Great Britain
6375,Alex Rasmussen,24.0,Denmark
6376,Donny Robinson,25.0,United States
6377,Rebecca Romero,28.0,Great Britain
6378,Marc Ryan,25.0,New Zealand
6379,Samuel Sánchez,30.0,Spain
6380,Nino Schurter,22.0,Switzerland
6381,Jesse Sergent,20.0,New Zealand
6382,Kévin Sireau,21.0,France
6383,Sabine Spitz,36.0,Germany
6384,Jamie Staff,35.0,Great Britain
6385,Maris Štrombergs,21.0,Latvia
6386,Toni Tauler,34.0,Spain
6387,Geraint Thomas,22.0,Great Britain
6388,Karin Thürig,36.0,Switzerland
6389,Arnaud Tournant,30.0,France
6390,Marianne Vos,21.0,Netherlands
6391,Maja Wloszczowska,24.0,Poland
6392,Tamila Abasova,21.0,Russia
6393,Julien Absalon,24.0,France
6394,Judith Arndt,28.0,Germany
6395,Paolo Bettini,30.0,Italy
6396,Theo Bos,21.0,Netherlands
6397,Mickaël Bourgain,24.0,France
6398,Bart Brentjens,35.0,Netherlands
6399,María Luisa Calle,35.0,Colombia
6400,Sara Carrigan,23.0,Australia
6401,Carlos Castaño,25.0,Spain
6402,Steve Cummings,23.0,Great Britain
6403,Gunn Rita DahleFlesjå,31.0,Norway
6404,Peter Dawson,22.0,Australia
6405,Dede DemetBarry,31.0,United States
6406,José Antonio Escuredo,34.0,Spain
6407,Jens Fiedler,34.0,Germany
6408,Guido Fulst,34.0,Germany
6409,Toshiaki Fushimi,28.0,Japan
6410,Laurent Gané,31.0,France
6411,Belem Guerrero,30.0,Mexico
6412,Tyler Hamilton,33.0,United States
6413,José Antonio Hermida,26.0,Spain
6414,Chris Hoy,28.0,Great Britain
6415,Mikhail Ignatyev,19.0,Russia
6416,Masaki Inoue,25.0,Japan
6417,Jiang Yonghua,30.0,China
6418,Bobby Julich,32.0,United States
6419,Shane Kelly,32.0,Australia
6420,Brett Lancaster,24.0,Australia
6421,Joan Llaneras,35.0,Spain
6422,Katie Mactier,29.0,Australia
6423,Asier Maeztu,26.0,Spain
6424,Paul Manning,29.0,Great Britain
6425,Franco Marvulli,25.0,Switzerland
6426,Axel Merckx,32.0,Belgium
6427,LoriAnn Muenzer,38.0,Canada
6428,Tomohiro Nagatsuka,25.0,Japan
6429,Chris Newton,30.0,Great Britain
6430,Stuart OGrady,31.0,Australia
6431,Sérgio Paulinho,24.0,Portugal
6432,MarieHélène Prémont,26.0,Canada
6433,Bruno Risi,35.0,Switzerland
6434,Luke Roberts,27.0,Australia
6435,Sabine Spitz,32.0,Germany
6436,Bryan Steel,35.0,Great Britain
6437,Karin Thürig,32.0,Switzerland
6438,Carlos Torrent,29.0,Spain
6439,Nataliya Tsilinskaya,28.0,Belarus
6440,Sarah Ulmer,28.0,New Zealand
6441,Stephen Wooldridge,26.0,Australia
6442,Vyacheslav Yekimov,38.0,Russia
6443,Brett Aitken,29.0,Australia
6444,Lance Armstrong,29.0,United States
6445,Daniel Becke,22.0,Germany
6446,Antonella Bellutti,31.0,Italy
6447,Barbara Blatter,29.0,Switzerland
6448,Serhiy Cherniavskiy,24.0,Ukraine
6449,Jonny Clay,37.0,Great Britain
6450,Marion Clignet,36.0,France
6451,Étienne De Wilde,41.71178822269718,Belgium
6452,Sean Eadie,31.0,Australia
6453,Oleksandr Fedenko,29.0,Ukraine
6454,Michelle Ferris,23.0,Australia
6455,Marga Fullana,28.0,Spain
6456,Guido Fulst,30.0,Germany
6457,Laurent Gané,27.0,France
6458,Matthew Gilmore,28.0,Belgium
6459,Oksana Grishina,31.0,Russia
6460,Darryn Hill,26.0,Australia
6461,Mari Holden,29.0,United States
6462,Chris Hoy,24.0,Great Britain
6463,Jiang Cuihua,25.0,China
6464,Shane Kelly,28.0,Australia
6465,Andreas Klöden,25.0,Germany
6466,Hanka Kupfernagel,26.0,Germany
6467,Joan Llaneras,31.0,Spain
6468,Jeannie LongoCiprelli,41.0,France
6469,Craig MacLean,29.0,Great Britain
6470,Paul Manning,25.0,Great Britain
6471,Aleksey Markov,21.0,Russia
6472,Silvio Martinello,37.0,Italy
6473,Miguel Martinez,24.0,France
6474,Serhiy Matvieiev,25.0,Ukraine
6475,Brad McGee,24.0,Australia
6476,Yvonne McGregor,39.0,Great Britain
6477,Scott McGrory,30.0,Australia
6478,Filip Meirhaeghe,29.0,Belgium
6479,Chris Newton,26.0,Great Britain
6480,Stefan Nimke,22.0,Germany
6481,Marty Nothstein,29.0,United States
6482,Paola Pezzo,31.0,Italy
6483,Olaf Pollack,26.0,Germany
6484,Christoph Sauser,24.0,Switzerland
6485,Olga Slyusareva,31.0,Russia
6486,Bryan Steel,31.0,Great Britain
6487,Oleksandr Symonenko,26.0,Ukraine
6488,Arnaud Tournant,22.0,France
6489,Marco Villa,31.0,Italy
6490,Aleksandr Vinokurov,27.0,Kazakhstan
6491,Bradley Wiggins,20.0,Great Britain
6492,Milton Wynants,28.0,Uruguay
6493,Iryna Yanovych,24.0,Ukraine
6494,Vyacheslav Yekimov,34.0,Russia
6495,Diana Žiliute,24.0,Lithuania
6496,Cori Bartel,38.0,Canada
6497,Cheryl Bernard,41.71178822269718,Canada
6498,Carolyn DarbyshireMcRory,41.71178822269718,Canada
6499,Markus Eggler,41.0,Switzerland
6500,Adam Enright,26.0,Canada
6501,Jan Hauser,25.0,Switzerland
6502,Ben Hebert,26.0,Canada
6503,Marc Kennedy,28.0,Canada
6504,Cathrine Lindahl,39.0,Sweden
6505,Liu Yin,28.0,China
6506,Eva Lund,38.0,Sweden
6507,Kevin Martin,41.71178822269718,Canada
6508,Kristie Moore,30.0,Canada
6509,John Morris,31.0,Canada
6510,Torger Nergård,35.0,Norway
6511,Anette Norberg,41.71178822269718,Sweden
6512,Susan OConnor,32.0,Canada
6513,Håvard Vad Petersson,26.0,Norway
6514,Ralph Stöckli,33.0,Switzerland
6515,Simon Strübin,30.0,Switzerland
6516,Christoffer Svae,27.0,Norway
6517,Anna SvärdLe Moine,36.0,Sweden
6518,Thomas Ulsrud,38.0,Norway
6519,Wang Bingyu,25.0,China
6520,Yue Qingshuang,24.0,China
6521,Zhou Yan,27.0,China
6522,Mike Adam,24.0,Canada
6523,Glenys Bakker,41.71178822269718,Canada
6524,Binia Beeli,27.0,Switzerland
6525,Pete Fenson,37.0,United States
6526,Brad Gushue,25.0,Canada
6527,Russ Howard,41.71178822269718,Canada
6528,Sandra Jenkins,41.71178822269718,Canada
6529,Christine Keshen,28.0,Canada
6530,Kalle Kiiskinen,30.0,Finland
6531,Shannon Kleibrink,37.0,Canada
6532,Jamie Korab,26.0,Canada
6533,Cathrine Lindahl,35.0,Sweden
6534,Eva Lund,34.0,Sweden
6535,Wille Mäkelä,31.0,Finland
6536,Michèle Moser,26.0,Switzerland
6537,Mark Nichols,26.0,Canada
6538,Amy Nixon,28.0,Canada
6539,Anette Norberg,39.0,Sweden
6540,Mirjam Ott,34.0,Switzerland
6541,Joe Polo,23.0,United States
6542,Shawn Rojeski,34.0,United States
6543,Teemu Salo,32.0,Finland
6544,John Shuster,23.0,United States
6545,Valeria Spälty,22.0,Switzerland
6546,Anna SvärdLe Moine,32.0,Sweden
6547,Markku Uusipaavalniemi,39.0,Finland
6548,Don Bartlett,41.0,Canada
6549,Laurence Bidaud,33.0,Switzerland
6550,Flemming Davanger,38.0,Norway
6551,Luzia Ebnöther,30.0,Switzerland
6552,Markus Eggler,33.0,Switzerland
6553,Tanya Frei,29.0,Switzerland
6554,Damian Grichting,28.0,Switzerland
6555,Debbie Knox,33.0,Great Britain
6556,Kelley Law,36.0,Canada
6557,Fiona MacDonald,27.0,Great Britain
6558,Kevin Martin,35.0,Canada
6559,Rhona Martin,35.0,Great Britain
6560,Margaret Morton,34.0,Great Britain
6561,Diane Nelson,41.71178822269718,Canada
6562,Torger Nergård,27.0,Norway
6563,Cheryl Noble,41.71178822269718,Canada
6564,Mirjam Ott,30.0,Switzerland
6565,Bent Ånund Ramsfjell,34.0,Norway
6566,Marco Ramstein,23.0,Switzerland
6567,Janice Rankin,30.0,Great Britain
6568,Nadia Röthlisberger,29.0,Switzerland
6569,Carter Rycroft,24.0,Canada
6570,Andi Schwaller,31.0,Switzerland
6571,Christof Schwaller,35.0,Switzerland
6572,Julie SuttonSkinner,33.0,Canada
6573,Ken Tralnberg,41.71178822269718,Canada
6574,Pål Trulsen,39.0,Norway
6575,Lars Vågberg,34.0,Norway
6576,Don Walchuk,38.0,Canada
6577,Georgina Wheatcroft,36.0,Canada
6578,Tobias Angerer,32.0,Germany
6579,Lars Berger,30.0,Norway
6580,Dario Cologna,23.0,Switzerland
6581,Miriam Gössner,19.0,Germany
6582,OddBjørn Hjelmeset,38.0,Norway
6583,Martin Jakš,23.0,Czech Republic
6584,Therese Johaug,21.0,Norway
6585,Irina Khazova,25.0,Russia
6586,Nataliya Korostelyova,28.0,Russia
6587,Martin Koukal,31.0,Czech Republic
6588,Nikita Kryukov,24.0,Russia
6589,Virpi Kuitunen,33.0,Finland
6590,RiittaLiisa LassilaRoponen,31.0,Finland
6591,Jirí Magál,32.0,Czech Republic
6592,Petra Majdic,30.0,Slovenia
6593,Nikolay Morilov,23.0,Russia
6594,Pirjo Muranen,28.0,Finland
6595,Aleksandr Panzhinsky,20.0,Russia
6596,Øystein Pettersen,27.0,Norway
6597,Aleksey Petukhov,26.0,Russia
6598,Pietro Piller Cottrer,35.0,Italy
6599,Daniel Richardsson,27.0,Sweden
6600,Vibeke Skofterud,29.0,Norway
6601,Kristina ŠmigunVähi,32.0,Estonia
6602,Anders Södergren,32.0,Sweden
6603,Kristin Størmer Steira,28.0,Norway
6604,Martin Johnsrud Sundby,25.0,Norway
6605,Tim Tscharnke,20.0,Germany
6606,Katrin Zeller,30.0,Germany
6607,Ivan Alypov,23.0,Russia
6608,Lina Andersson,24.0,Sweden
6609,Nataliya Baranova,30.0,Russia
6610,Lukáš Bauer,28.0,Czech Republic
6611,Viola Bauer,29.0,Germany
6612,Marit Bjørgen,25.0,Norway
6613,Stefanie Böhler,24.0,Germany
6614,Mikhail Botvinov,38.0,Austria
6615,Antonella ConfortolaWyatt,30.0,Italy
6616,Chandra Crawford,22.0,Canada
6617,Anna DahlbergOlsson,29.0,Sweden
6618,Roddy Darragon,22.0,France
6619,Frode Estil,33.0,Norway
6620,Jens Filbrich,26.0,Germany
6621,Arianna Follis,28.0,Italy
6622,Mathias Fredriksson,33.0,Sweden
6623,TorArne Hetland,32.0,Norway
6624,Justyna Kowalczyk,23.0,Poland
6625,Virpi Kuitunen,29.0,Finland
6626,Larisa Kurkina,32.0,Russia
6627,Mats Larsson,25.0,Sweden
6628,Johan Olsson,25.0,Sweden
6629,Gabriella Paruzzi,36.0,Italy
6630,Hilde Gjermundshaug Pedersen,41.0,Norway
6631,Sara Renner,29.0,Canada
6632,Vasily Rochev,25.0,Russia
6633,AinoKaisa Saarinen,27.0,Finland
6634,Evi SachenbacherStehle,25.0,Germany
6635,Andreas Schlütter,33.0,Germany
6636,Beckie Scott,31.0,Canada
6637,Alyona Sidko,26.0,Russia
6638,Anders Södergren,28.0,Sweden
6639,René Sommerfeldt,31.0,Germany
6640,Jens Arne Svartedal,30.0,Norway
6641,Fulvio Valbusa,37.0,Italy
6642,Sabina Valbusa,34.0,Italy
6643,Andrus Veerpalu,35.0,Estonia
6644,Cristian Zorzi,33.0,Italy
6645,Brigitte AlbrechtLoretan,31.0,Switzerland
6646,Tobias Angerer,24.0,Germany
6647,Anders Aukland,29.0,Norway
6648,Marit Bjørgen,21.0,Norway
6649,Mikhail Botvinov,34.0,Austria
6650,Giorgio Di Centa,29.0,Italy
6651,Per Elofsson,24.0,Sweden
6652,Jens Filbrich,22.0,Germany
6653,Manuela Henkel,27.0,Germany
6654,TorArne Hetland,28.0,Norway
6655,OddBjørn Hjelmeset,30.0,Norway
6656,Christian Hoffmann,27.0,Austria
6657,Andrea Huber,26.0,Switzerland
6658,Mikhail Ivanov,24.0,Russia
6659,Claudia KünzelNystad,24.0,Germany
6660,Natascia Leonardi Cortesi,30.0,Switzerland
6661,Jaak Mae,29.0,Estonia
6662,Fabio Maj,31.0,Italy
6663,Gabriella Paruzzi,32.0,Italy
6664,Hilde Gjermundshaug Pedersen,37.0,Norway
6665,Pietro Piller Cottrer,27.0,Italy
6666,Laurence Rochat,22.0,Switzerland
6667,Peter Schlickenrieder,32.0,Germany
6668,Andreas Schlütter,29.0,Germany
6669,Beckie Scott,27.0,Canada
6670,René Sommerfeldt,27.0,Germany
6671,Hannes Aigner,23.0,Germany
6672,Tim Baillie,33.0,Great Britain
6673,Aleksandr Bogdanovich,30.0,Belarus
6674,Andrey Bogdanovich,24.0,Belarus
6675,Sebastian Brendel,24.0,Germany
6676,David Cal,29.0,Spain
6677,Lisa Carrington,23.0,New Zealand
6678,Yuriy Cheban,26.0,Ukraine
6679,Maialen Chourraut,29.0,Spain
6680,Jacob Clear,27.0,Australia
6681,Saúl Craviotto,27.0,Spain
6682,Mark de Jonge,28.0,Canada
6683,Rudolf Dombi,25.0,Hungary
6684,Josef Dostál,19.0,Czech Republic
6685,Aleksandr Dyachenko,22.0,Russia
6686,Tony Estanguet,34.0,France
6687,Krisztina Fazekas Zur,32.0,Hungary
6688,Emilie Fer,29.0,France
6689,David Florence,29.0,Great Britain
6690,Jess Fox,18.0,Australia
6691,Bridgitte Hartley,29.0,South Africa
6692,Daniel Havel,20.0,Czech Republic
6693,Liam Heath,27.0,Great Britain
6694,Pavol Hochschorner,32.0,Slovakia
6695,Peter Hochschorner,32.0,Slovakia
6696,Max Hoff,29.0,Germany
6697,Martin Hollstein,25.0,Germany
6698,Richard Hounslow,30.0,Great Britain
6699,Vavrinec Hradílek,25.0,Czech Republic
6700,Andreas Ihle,33.0,Germany
6701,Zoltán Kammerer,34.0,Hungary
6702,Olga Khudenko,20.0,Belarus
6703,Roland Kökény,36.0,Hungary
6704,Aleksey Korovashkov,20.0,Russia
6705,Peter Kretschmer,20.0,Germany
6706,Tamás Kulifai,23.0,Hungary
6707,Kurt Kuschela,23.0,Germany
6708,Eirik Verås Larsen,36.0,Norway
6709,Carolin Leonhardt,27.0,Germany
6710,Vadim Makhnyov,32.0,Belarus
6711,Michal Martikán,33.0,Slovakia
6712,Ed McKeever,28.0,Great Britain
6713,Beata Mikolajczyk,26.0,Poland
6714,Daniele Molmenti,27.0,Italy
6715,Karolina Naja,22.0,Poland
6716,Mark Oldershaw,29.0,Canada
6717,Dániel Pauman,25.0,Hungary
6718,Ilya Pervukhin,21.0,Russia
6719,Roman Petrushenko,31.0,Belarus
6720,Fernando Pimenta,22.0,Portugal
6721,Marina Poltoran,24.0,Belarus
6722,Irina Pomelova,22.0,Belarus
6723,Nadezhda Popok,23.0,Belarus
6724,Yury Postrigay,23.0,Russia
6725,Jon Schofield,27.0,Great Britain
6726,Ivan Shtyl,26.0,Russia
6727,Emanuel Silva,26.0,Portugal
6728,Dave Smith,25.0,Australia
6729,Tate Smith,30.0,Australia
6730,Jan Šterba,31.0,Czech Republic
6731,Murray Stewart,26.0,Australia
6732,Etienne Stott,33.0,Great Britain
6733,Jevgenijus Šuklinas,26.0,Lithuania
6734,Gabriella Szabó,25.0,Hungary
6735,Sideris Tasiadis,22.0,Germany
6736,Dávid Tóth,27.0,Hungary
6737,Lukáš Trefil,23.0,Czech Republic
6738,Adam Van Koeverden,30.0,Canada
6739,Katrin WagnerAugustin,34.0,Germany
6740,Aleksey Abalmasov,28.0,Belarus
6741,Lutz Altepost,26.0,Germany
6742,Rob Bell,30.0,Australia
6743,Aleksandr Bogdanovich,26.0,Belarus
6744,Andrey Bogdanovich,20.0,Belarus
6745,Benjamin Boukpeti,27.0,Togo
6746,Norman Bröckl,21.0,Germany
6747,Yuriy Cheban,22.0,Ukraine
6748,Saúl Craviotto,23.0,Spain
6749,Hannah Davis,23.0,Australia
6750,Marie Delattre,27.0,France
6751,Torsten Eckbrett,24.0,Germany
6752,Andrea Facchin,29.0,Italy
6753,Fanny Fischer,21.0,Germany
6754,David Florence,26.0,Great Britain
6755,Lyndsie Fogarty,24.0,Australia
6756,Björn Goldschmidt,28.0,Germany
6757,Alexander Grimm,21.0,Germany
6758,Thomas Hall,26.0,Canada
6759,Pavol Hochschorner,28.0,Slovakia
6760,Peter Hochschorner,28.0,Slovakia
6761,Martin Hollstein,21.0,Germany
6762,Josefa IdemGuerrini,41.71178822269718,Italy
6763,Andreas Ihle,29.0,Germany
6764,Elena Kaliská,36.0,Slovakia
6765,Tamás Kiss,21.0,Hungary
6766,Kim Knudsen,30.0,Denmark
6767,Aleksandr Kostoglod,34.0,Russia
6768,Danuta Kozák,21.0,Hungary
6769,György Kozmann,30.0,Hungary
6770,Mikhail Kuznetsov,23.0,Russia
6771,Dmitry Larionov,22.0,Russia
6772,Eirik Verås Larsen,32.0,Norway
6773,Jacqui Lawrence,26.0,Australia
6774,Fabien Lefèvre,26.0,France
6775,Artur Litvinchuk,20.0,Belarus
6776,Michal Martikán,29.0,Slovakia
6777,Chantal Meek,29.0,Australia
6778,Meng Guanliang,31.0,China
6779,Beata Mikolajczyk,22.0,Poland
6780,Violetta OblingerPeters,30.0,Austria
6781,Lisa Oldenhof,28.0,Australia
6782,Maksim Opalev,29.0,Russia
6783,Inna OsypenkoRadomska,25.0,Ukraine
6784,Aneta PastuszkaKonieczna,30.0,Poland
6785,Carlos Pérez,29.0,Spain
6786,René Poulsen,19.0,Denmark
6787,Ronald Rauhe,26.0,Germany
6788,Nicole Reinhardt,22.0,Germany
6789,Michal Riszdorfer,31.0,Slovakia
6790,Richard Riszdorfer,27.0,Slovakia
6791,Antonio Scaduto,30.0,Italy
6792,Ondrej Štepánek,28.0,Czech Republic
6793,Gabriella Szabó,22.0,Hungary
6794,Juraj Tarr,29.0,Slovakia
6795,Sergey Ulegin,30.0,Russia
6796,Attila Vajda,25.0,Hungary
6797,Adam Van Koeverden,26.0,Canada
6798,AnneLaure Viard,27.0,France
6799,Erik Vlcek,26.0,Slovakia
6800,Jaroslav Volf,28.0,Czech Republic
6801,Conny Wassmuth,25.0,Germany
6802,Tim Wieskötter,29.0,Germany
6803,Yang Wenjun,24.0,China
6804,Juraj Baca,27.0,Slovakia
6805,Björn Bach,28.0,Germany
6806,Hanna Balabanova,34.0,Ukraine
6807,Ledys Balceiro,29.0,Cuba
6808,Marcus Becker,22.0,Germany
6809,Beniamino Bonomi,36.0,Italy
6810,Kinga Bóta,27.0,Hungary
6811,Caroline Brunet,35.0,Canada
6812,Olena Cherevatova,34.0,Ukraine
6813,Tony Estanguet,26.0,France
6814,Nils Olav Fjeldheim,27.0,Norway
6815,Ben Fouhy,25.0,New Zealand
6816,Rebecca Giddens,26.0,United States
6817,Christian Gille,28.0,Germany
6818,Stefan Henze,23.0,Germany
6819,Pavol Hochschorner,24.0,Slovakia
6820,Peter Hochschorner,24.0,Slovakia
6821,Gábor Horváth,32.0,Hungary
6822,Josefa IdemGuerrini,39.0,Italy
6823,Andreas Ihle,25.0,Germany
6824,Elena Kaliská,32.0,Slovakia
6825,Zoltán Kammerer,26.0,Hungary
6826,György Kolonics,32.0,Hungary
6827,György Kozmann,26.0,Hungary
6828,Fabien Lefèvre,22.0,France
6829,Vadim Makhnyov,24.0,Belarus
6830,Michal Martikán,25.0,Slovakia
6831,Meng Guanliang,27.0,China
6832,Henrik Nilsson,28.0,Sweden
6833,Maike Nollen,26.0,Germany
6834,Maksim Opalev,25.0,Russia
6835,Markus Oscarsson,27.0,Sweden
6836,Inna OsypenkoRadomska,21.0,Ukraine
6837,Aneta PastuszkaKonieczna,26.0,Poland
6838,Benoît Peschier,24.0,France
6839,Roman Petrushenko,23.0,Belarus
6840,Stefan Pfannmöller,23.0,Germany
6841,Ronald Rauhe,22.0,Germany
6842,Helen Reeves,23.0,Great Britain
6843,Michal Riszdorfer,27.0,Slovakia
6844,Richard Riszdorfer,23.0,Slovakia
6845,Clint Robinson,32.0,Australia
6846,Ibrahim Rojas,28.0,Cuba
6847,Antonio Rossi,35.0,Italy
6848,Beata SokolowskaKulesza,30.0,Poland
6849,Ondrej Štepánek,24.0,Czech Republic
6850,Botond Storcz,29.0,Hungary
6851,Szilvia Szabó,25.0,Hungary
6852,Tetiana TeklianSemykina,30.0,Ukraine
6853,Stefan Ulm,28.0,Germany
6854,Attila Vajda,21.0,Hungary
6855,Ákos Vereckei,26.0,Hungary
6856,Erzsébet Viski,24.0,Hungary
6857,Erik Vlcek,22.0,Slovakia
6858,Jaroslav Volf,24.0,Czech Republic
6859,Katrin WagnerAugustin,26.0,Germany
6860,Campbell Walsh,26.0,Great Britain
6861,Tim Wieskötter,25.0,Germany
6862,Tomasz Wylenzek,21.0,Germany
6863,Ian Wynne,30.0,Great Britain
6864,Yang Wenjun,20.0,China
6865,Mark Zabel,31.0,Germany
6866,Björn Bach,24.0,Germany
6867,Ledys Balceiro,25.0,Cuba
6868,Pawel Baraszkiewicz,23.0,Poland
6869,AnneLise Bardet,30.0,France
6870,Krisztián Bártfai,26.0,Hungary
6871,Dariusz Bialkowski,30.0,Poland
6872,Beniamino Bonomi,32.0,Italy
6873,Katrin Borchert,31.0,Australia
6874,Tim Brabants,23.0,Great Britain
6875,Caroline Brunet,31.0,Canada
6876,Danny Collins,29.0,Australia
6877,Tony Estanguet,22.0,France
6878,Pierpaolo Ferrazzi,35.0,Italy
6879,Steve Giles,28.0,Canada
6880,Brigitte Guibal,29.0,France
6881,Štepánka Hilgertová,32.0,Czech Republic
6882,Pavol Hochschorner,21.0,Slovakia
6883,Peter Hochschorner,21.0,Slovakia
6884,Gábor Horváth,28.0,Hungary
6885,Josefa IdemGuerrini,36.0,Italy
6886,Raluca Ionita,24.0,Romania
6887,Daniel Jedraszko,24.0,Poland
6888,Marek Jiras,22.0,Czech Republic
6889,Rita Kobán,35.0,Hungary
6890,Lars Kober,23.0,Germany
6891,Michael Kolganov,25.0,Israel
6892,György Kolonics,28.0,Hungary
6893,Grzegorz Kotowicz,27.0,Poland
6894,Krzysztof Kolomanski,27.0,Poland
6895,Mariana Limbau,23.0,Romania
6896,Tomáš Máder,26.0,Czech Republic
6897,Michal Martikán,21.0,Slovakia
6898,Juraj Mincík,23.0,Slovakia
6899,Manuela Mucke,25.0,Germany
6900,Henrik Nilsson,24.0,Sweden
6901,Ferenc Novák,31.0,Hungary
6902,Maksim Opalev,21.0,Russia
6903,Markus Oscarsson,23.0,Sweden
6904,Aneta PastuszkaKonieczna,22.0,Poland
6905,Leobaldo Pereira,28.0,Cuba
6906,Imre Pulai,32.0,Hungary
6907,Elena Radu,25.0,Romania
6908,Paul Ratcliffe,26.0,Great Britain
6909,Ronald Rauhe,18.0,Germany
6910,Ibrahim Rojas,24.0,Cuba
6911,Antonio Rossi,31.0,Italy
6912,Jan Schäfer,25.0,Germany
6913,Thomas Schmidt,24.0,Germany
6914,Anett Schuck,30.0,Germany
6915,Adam Seroczynski,26.0,Poland
6916,Beata SokolowskaKulesza,26.0,Poland
6917,Michal Staniszewski,27.0,Poland
6918,Sanda Toma,30.0,Romania
6919,Andrew Trim,31.0,Australia
6920,Stefan Ulm,24.0,Germany
6921,Stefan Uteß,25.0,Germany
6922,Krisztián Veréb,23.0,Hungary
6923,Ákos Vereckei,23.0,Hungary
6924,Erzsébet Viski,20.0,Hungary
6925,Tim Wieskötter,21.0,Germany
6926,Marek Witkowski,26.0,Poland
6927,Mark Zabel,27.0,Germany
6928,Brett Anderson,20.0,United States
6929,Jake Arrieta,22.0,United States
6930,Brian Barden,27.0,United States
6931,Alexei Bell,24.0,Cuba
6932,Bong JungKeun,28.0,South Korea
6933,Matt Brown,26.0,United States
6934,Trevor Cahill,20.0,United States
6935,Frederich Cepeda,28.0,Cuba
6936,Jeremy Cummings,31.0,United States
6937,Alfredo Despaigne,22.0,Cuba
6938,Jason Donald,23.0,United States
6939,Brian Duensing,25.0,United States
6940,Giorvis Duvergel,28.0,Cuba
6941,Michel Enríquez,29.0,Cuba
6942,Dexter Fowler,22.0,United States
6943,John Gall,30.0,United States
6944,Gang MinHo,22.0,South Korea
6945,Go YeongMin,24.0,South Korea
6946,Norberto González,28.0,Cuba
6947,Yulieski Gourriel,24.0,Cuba
6948,Gwon Hyeok,24.0,South Korea
6949,Han GiJu,21.0,South Korea
6950,Mike Hessman,30.0,United States
6951,Jang WonSam,25.0,South Korea
6952,Jeong DaeHyeon,29.0,South Korea
6953,Jeong GeunU,25.0,South Korea
6954,Kevin Jepsen,24.0,United States
6955,Jin GabYong,34.0,South Korea
6956,Kim DongJu,32.0,South Korea
6957,Kim GwangHyeon,20.0,South Korea
6958,Kim HyeonSu,20.0,South Korea
6959,Kim MinJae,35.0,South Korea
6960,Brandon Knight,32.0,United States
6961,Mike Koplove,31.0,United States
6962,Miguel La Hera,23.0,Cuba
6963,Matt LaPorta,23.0,United States
6964,Pedro Luis Lazo,35.0,Cuba
6965,Lee DaeHo,26.0,South Korea
6966,Lee JinYeong,28.0,South Korea
6967,Lee JongUk,28.0,South Korea
6968,Lee SeungYeop,31.0,South Korea
6969,Lee TaekGeun,28.0,South Korea
6970,Lee YongGyu,22.0,South Korea
6971,Lou Marson,22.0,United States
6972,Jonder Martínez,30.0,Cuba
6973,Alexander Mayeta,31.0,Cuba
6974,Rolando Meriño,37.0,Cuba
6975,Luis Miguel Navas,28.0,Cuba
6976,Blaine Neal,30.0,United States
6977,Jayson Nix,25.0,United States
6978,O SeungHwan,26.0,South Korea
6979,Vicyohandri Odelín,28.0,Cuba
6980,Héctor Olivera Jr,23.0,Cuba
6981,Adiel Palma,37.0,Cuba
6982,Eduardo Paret,35.0,Cuba
6983,Park JinMan,31.0,South Korea
6984,Yadier Pedroso,22.0,Cuba
6985,Ariel Pestano,34.0,Cuba
6986,Luis Miguel Rodríguez,35.0,Cuba
6987,Ryu HyeonJin,21.0,South Korea
6988,Elier Sánchez,21.0,Cuba
6989,Eriel Sánchez,33.0,Cuba
6990,Nate Schierholtz,24.0,United States
6991,Song SeungJun,28.0,South Korea
6992,Jeff Stevens,24.0,United States
6993,Stephen Strasburg,20.0,United States
6994,Taylor Teagarden,24.0,United States
6995,Terry Tiffee,29.0,United States
6996,Yoandri Urgellés,27.0,Cuba
6997,Norge Luis Vera,37.0,Cuba
6998,Casey Weathers,23.0,United States
6999,Yoon SukMin,22.0,South Korea
7000,Ryoji Aikawa,28.0,Japan
7001,Craig Anderson,23.0,Australia
7002,Yuya Ando,26.0,Japan
7003,Danny Betancourt,23.0,Cuba
7004,Luis Borroto,21.0,Cuba
7005,Tom Brice,22.0,Australia
7006,Adrian Burnside,27.0,Australia
7007,Frederich Cepeda,24.0,Cuba
7008,Yorelvis Charles,25.0,Cuba
7009,Michel Enríquez,25.0,Cuba
7010,Gavin Fingleson,28.0,Australia
7011,Atsushi Fujimoto,26.0,Japan
7012,Kosuke Fukudome,27.0,Japan
7013,Norberto González,24.0,Cuba
7014,Paul Gonzalez,35.0,Australia
7015,Yulieski Gourriel,20.0,Cuba
7016,Hirotoshi Ishii,26.0,Japan
7017,Hisashi Iwakuma,23.0,Japan
7018,Hitoki Iwase,29.0,Japan
7019,Kenji Johjima,28.0,Japan
7020,Makoto Kaneko,28.0,Japan
7021,Nick Kimpton,20.0,Australia
7022,Takuya Kimura,32.0,Japan
7023,Brendan Kingman,31.0,Australia
7024,Masahide Kobayashi,30.0,Japan
7025,Hiroki Kuroda,29.0,Japan
7026,Pedro Luis Lazo,31.0,Cuba
7027,Craig Lewis,27.0,Australia
7028,Graeme Lloyd,37.0,Australia
